id;categoria;tema;dificuldade;cenario;pergunta;alternativa_a;alternativa_b;alternativa_c;alternativa_d;resposta_correta;explicacao;sinal_de_risco;nivel_alerta;pontos;tempo_segundos;ativo
232;Pagamentos e PIX;Boleto vencendo hoje;Médio;No ambiente corporativo, um boleto chega por e-mail com ameaça de multa alta se não pagar hoje.;Antes de seguir, qual ação reduz melhor o risco?;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;Conferir no sistema financeiro e validar dados antes de pagar.;Executar o pedido e revisar a segurança depois.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão de prazo e anexo inesperado.;pressão de prazo e anexo inesperado;Alerta Laranja;15;45;sim
233;Pagamentos e PIX;Boleto vencendo hoje;Médio;Durante a rotina de trabalho, um boleto chega por e-mail com ameaça de multa alta se não pagar hoje.;Qual resposta mantém o processo corporativo seguro?;Conferir no sistema financeiro e validar dados antes de pagar.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão de prazo e anexo inesperado.;pressão de prazo e anexo inesperado;Alerta Laranja;15;45;sim
234;Pagamentos e PIX;Boleto vencendo hoje;Difícil;Em um atendimento interno, um boleto chega por e-mail com ameaça de multa alta se não pagar hoje.;O que o colaborador deve fazer para evitar o golpe?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Conferir no sistema financeiro e validar dados antes de pagar.;Encaminhar o caso para um colega resolver sem registrar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão de prazo e anexo inesperado.;pressão de prazo e anexo inesperado;Alerta Vermelho;20;60;sim
235;Pagamentos e PIX;Boleto vencendo hoje;Difícil;Você está analisando uma solicitação: um boleto chega por e-mail com ameaça de multa alta se não pagar hoje.;Qual decisão demonstra melhor comportamento de segurança?;Conferir no sistema financeiro e validar dados antes de pagar.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão de prazo e anexo inesperado.;pressão de prazo e anexo inesperado;Alerta Vermelho;20;60;sim
236;Pagamentos e PIX;QR Code desconhecido;Fácil;Uma cobrança chega por QR Code sem número de contrato ou pedido interno.;Qual é a atitude mais segura nessa situação?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Não pagar até localizar pedido e confirmar beneficiário.;Confiar apenas no nome exibido na mensagem.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: QR Code sem referência interna.;QR Code sem referência interna;Alerta Amarelo;10;35;sim
237;Pagamentos e PIX;QR Code desconhecido;Médio;No ambiente corporativo, uma cobrança chega por QR Code sem número de contrato ou pedido interno.;Antes de seguir, qual ação reduz melhor o risco?;Não pagar até localizar pedido e confirmar beneficiário.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: QR Code sem referência interna.;QR Code sem referência interna;Alerta Laranja;15;45;sim
238;Pagamentos e PIX;QR Code desconhecido;Médio;Durante a rotina de trabalho, uma cobrança chega por QR Code sem número de contrato ou pedido interno.;Qual resposta mantém o processo corporativo seguro?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Não pagar até localizar pedido e confirmar beneficiário.;Pagar primeiro e conferir os dados depois.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: QR Code sem referência interna.;QR Code sem referência interna;Alerta Laranja;15;45;sim
239;Pagamentos e PIX;QR Code desconhecido;Difícil;Em um atendimento interno, uma cobrança chega por QR Code sem número de contrato ou pedido interno.;O que o colaborador deve fazer para evitar o golpe?;Não pagar até localizar pedido e confirmar beneficiário.;Pagar primeiro e conferir os dados depois.;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: QR Code sem referência interna.;QR Code sem referência interna;Alerta Vermelho;20;60;sim
240;Pagamentos e PIX;QR Code desconhecido;Difícil;Você está analisando uma solicitação: uma cobrança chega por QR Code sem número de contrato ou pedido interno.;Qual decisão demonstra melhor comportamento de segurança?;Aceitar alteração de conta bancária apenas por e-mail.;Aprovar porque o comprovante parece verdadeiro.;Não pagar até localizar pedido e confirmar beneficiário.;Enviar comprovante e dados financeiros por canal pessoal.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: QR Code sem referência interna.;QR Code sem referência interna;Alerta Vermelho;20;60;sim
241;Pagamentos e PIX;Comprovante falso;Fácil;Cliente envia print de comprovante e pede liberação imediata de serviço.;Qual é a atitude mais segura nessa situação?;Confirmar compensação no banco/sistema antes de liberar.;Assumir que é seguro porque a mensagem parece profissional.;Pagar primeiro e conferir os dados depois.;Usar a chave PIX enviada no WhatsApp sem validar.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: comprovante por imagem sem confirmação bancária.;comprovante por imagem sem confirmação bancária;Alerta Amarelo;10;35;sim
242;Pagamentos e PIX;Comprovante falso;Médio;No ambiente corporativo, cliente envia print de comprovante e pede liberação imediata de serviço.;Antes de seguir, qual ação reduz melhor o risco?;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;Confirmar compensação no banco/sistema antes de liberar.;Aprovar porque o comprovante parece verdadeiro.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: comprovante por imagem sem confirmação bancária.;comprovante por imagem sem confirmação bancária;Alerta Laranja;15;45;sim
243;Pagamentos e PIX;Comprovante falso;Médio;Durante a rotina de trabalho, cliente envia print de comprovante e pede liberação imediata de serviço.;Qual resposta mantém o processo corporativo seguro?;Confirmar compensação no banco/sistema antes de liberar.;Aprovar porque o comprovante parece verdadeiro.;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: comprovante por imagem sem confirmação bancária.;comprovante por imagem sem confirmação bancária;Alerta Laranja;15;45;sim
244;Pagamentos e PIX;Comprovante falso;Difícil;Em um atendimento interno, cliente envia print de comprovante e pede liberação imediata de serviço.;O que o colaborador deve fazer para evitar o golpe?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Confirmar compensação no banco/sistema antes de liberar.;Ignorar o fluxo oficial porque parece uma solicitação simples.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: comprovante por imagem sem confirmação bancária.;comprovante por imagem sem confirmação bancária;Alerta Vermelho;20;60;sim
245;Pagamentos e PIX;Comprovante falso;Difícil;Você está analisando uma solicitação: cliente envia print de comprovante e pede liberação imediata de serviço.;Qual decisão demonstra melhor comportamento de segurança?;Confirmar compensação no banco/sistema antes de liberar.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: comprovante por imagem sem confirmação bancária.;comprovante por imagem sem confirmação bancária;Alerta Vermelho;20;60;sim
246;Pagamentos e PIX;Fornecedor novo;Fácil;Um fornecedor novo pede pagamento antecipado fora do contrato.;Qual é a atitude mais segura nessa situação?;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;Validar cadastro, contrato e aprovação antes de qualquer pagamento.;Executar o pedido e revisar a segurança depois.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: fornecedor novo + pagamento antecipado.;fornecedor novo + pagamento antecipado;Alerta Amarelo;10;35;sim
247;Pagamentos e PIX;Fornecedor novo;Médio;No ambiente corporativo, um fornecedor novo pede pagamento antecipado fora do contrato.;Antes de seguir, qual ação reduz melhor o risco?;Validar cadastro, contrato e aprovação antes de qualquer pagamento.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: fornecedor novo + pagamento antecipado.;fornecedor novo + pagamento antecipado;Alerta Laranja;15;45;sim
248;Pagamentos e PIX;Fornecedor novo;Médio;Durante a rotina de trabalho, um fornecedor novo pede pagamento antecipado fora do contrato.;Qual resposta mantém o processo corporativo seguro?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Validar cadastro, contrato e aprovação antes de qualquer pagamento.;Encaminhar o caso para um colega resolver sem registrar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: fornecedor novo + pagamento antecipado.;fornecedor novo + pagamento antecipado;Alerta Laranja;15;45;sim
249;Pagamentos e PIX;Fornecedor novo;Difícil;Em um atendimento interno, um fornecedor novo pede pagamento antecipado fora do contrato.;O que o colaborador deve fazer para evitar o golpe?;Validar cadastro, contrato e aprovação antes de qualquer pagamento.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: fornecedor novo + pagamento antecipado.;fornecedor novo + pagamento antecipado;Alerta Vermelho;20;60;sim
250;Pagamentos e PIX;Fornecedor novo;Difícil;Você está analisando uma solicitação: um fornecedor novo pede pagamento antecipado fora do contrato.;Qual decisão demonstra melhor comportamento de segurança?;Assumir que é seguro porque a mensagem parece profissional.;Pagar primeiro e conferir os dados depois.;Validar cadastro, contrato e aprovação antes de qualquer pagamento.;Usar a chave PIX enviada no WhatsApp sem validar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: fornecedor novo + pagamento antecipado.;fornecedor novo + pagamento antecipado;Alerta Vermelho;20;60;sim
251;Pagamentos e PIX;Conta de terceiro;Fácil;Fornecedor pede depósito em conta de pessoa física diferente do cadastro.;Qual é a atitude mais segura nessa situação?;Bloquear pagamento e solicitar documentação formal pelo processo oficial.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: beneficiário divergente.;beneficiário divergente;Alerta Amarelo;10;35;sim
252;Pagamentos e PIX;Conta de terceiro;Médio;No ambiente corporativo, fornecedor pede depósito em conta de pessoa física diferente do cadastro.;Antes de seguir, qual ação reduz melhor o risco?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Bloquear pagamento e solicitar documentação formal pelo processo oficial.;Pagar primeiro e conferir os dados depois.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: beneficiário divergente.;beneficiário divergente;Alerta Laranja;15;45;sim
253;Pagamentos e PIX;Conta de terceiro;Médio;Durante a rotina de trabalho, fornecedor pede depósito em conta de pessoa física diferente do cadastro.;Qual resposta mantém o processo corporativo seguro?;Bloquear pagamento e solicitar documentação formal pelo processo oficial.;Pagar primeiro e conferir os dados depois.;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: beneficiário divergente.;beneficiário divergente;Alerta Laranja;15;45;sim
254;Pagamentos e PIX;Conta de terceiro;Difícil;Em um atendimento interno, fornecedor pede depósito em conta de pessoa física diferente do cadastro.;O que o colaborador deve fazer para evitar o golpe?;Aceitar alteração de conta bancária apenas por e-mail.;Aprovar porque o comprovante parece verdadeiro.;Bloquear pagamento e solicitar documentação formal pelo processo oficial.;Enviar comprovante e dados financeiros por canal pessoal.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: beneficiário divergente.;beneficiário divergente;Alerta Vermelho;20;60;sim
255;Pagamentos e PIX;Conta de terceiro;Difícil;Você está analisando uma solicitação: fornecedor pede depósito em conta de pessoa física diferente do cadastro.;Qual decisão demonstra melhor comportamento de segurança?;Bloquear pagamento e solicitar documentação formal pelo processo oficial.;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: beneficiário divergente.;beneficiário divergente;Alerta Vermelho;20;60;sim
256;Pagamentos e PIX;Valor divergente;Fácil;A nota fiscal tem valor diferente do boleto recebido.;Qual é a atitude mais segura nessa situação?;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;Parar o pagamento e reconciliar documentos com o financeiro.;Aprovar porque o comprovante parece verdadeiro.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: divergência entre documento e cobrança.;divergência entre documento e cobrança;Alerta Amarelo;10;35;sim
257;Pagamentos e PIX;Valor divergente;Médio;No ambiente corporativo, a nota fiscal tem valor diferente do boleto recebido.;Antes de seguir, qual ação reduz melhor o risco?;Parar o pagamento e reconciliar documentos com o financeiro.;Aprovar porque o comprovante parece verdadeiro.;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: divergência entre documento e cobrança.;divergência entre documento e cobrança;Alerta Laranja;15;45;sim
258;Pagamentos e PIX;Valor divergente;Médio;Durante a rotina de trabalho, a nota fiscal tem valor diferente do boleto recebido.;Qual resposta mantém o processo corporativo seguro?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Parar o pagamento e reconciliar documentos com o financeiro.;Ignorar o fluxo oficial porque parece uma solicitação simples.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: divergência entre documento e cobrança.;divergência entre documento e cobrança;Alerta Laranja;15;45;sim
259;Pagamentos e PIX;Valor divergente;Difícil;Em um atendimento interno, a nota fiscal tem valor diferente do boleto recebido.;O que o colaborador deve fazer para evitar o golpe?;Parar o pagamento e reconciliar documentos com o financeiro.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: divergência entre documento e cobrança.;divergência entre documento e cobrança;Alerta Vermelho;20;60;sim
260;Pagamentos e PIX;Valor divergente;Difícil;Você está analisando uma solicitação: a nota fiscal tem valor diferente do boleto recebido.;Qual decisão demonstra melhor comportamento de segurança?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Parar o pagamento e reconciliar documentos com o financeiro.;Fazer o procedimento fora do canal corporativo autorizado.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: divergência entre documento e cobrança.;divergência entre documento e cobrança;Alerta Vermelho;20;60;sim
261;Pagamentos e PIX;Pedido do chefe;Fácil;Mensagem no WhatsApp do suposto chefe pede PIX urgente e sigiloso.;Qual é a atitude mais segura nessa situação?;Confirmar por canal corporativo e seguir aprovação dupla.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido financeiro sigiloso por canal informal.;pedido financeiro sigiloso por canal informal;Alerta Amarelo;10;35;sim
262;Pagamentos e PIX;Pedido do chefe;Médio;No ambiente corporativo, mensagem no WhatsApp do suposto chefe pede PIX urgente e sigiloso.;Antes de seguir, qual ação reduz melhor o risco?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Confirmar por canal corporativo e seguir aprovação dupla.;Encaminhar o caso para um colega resolver sem registrar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido financeiro sigiloso por canal informal.;pedido financeiro sigiloso por canal informal;Alerta Laranja;15;45;sim
263;Pagamentos e PIX;Pedido do chefe;Médio;Durante a rotina de trabalho, mensagem no WhatsApp do suposto chefe pede PIX urgente e sigiloso.;Qual resposta mantém o processo corporativo seguro?;Confirmar por canal corporativo e seguir aprovação dupla.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido financeiro sigiloso por canal informal.;pedido financeiro sigiloso por canal informal;Alerta Laranja;15;45;sim
264;Pagamentos e PIX;Pedido do chefe;Difícil;Em um atendimento interno, mensagem no WhatsApp do suposto chefe pede PIX urgente e sigiloso.;O que o colaborador deve fazer para evitar o golpe?;Assumir que é seguro porque a mensagem parece profissional.;Pagar primeiro e conferir os dados depois.;Confirmar por canal corporativo e seguir aprovação dupla.;Usar a chave PIX enviada no WhatsApp sem validar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido financeiro sigiloso por canal informal.;pedido financeiro sigiloso por canal informal;Alerta Vermelho;20;60;sim
265;Pagamentos e PIX;Pedido do chefe;Difícil;Você está analisando uma solicitação: mensagem no WhatsApp do suposto chefe pede PIX urgente e sigiloso.;Qual decisão demonstra melhor comportamento de segurança?;Confirmar por canal corporativo e seguir aprovação dupla.;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;Aprovar porque o comprovante parece verdadeiro.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido financeiro sigiloso por canal informal.;pedido financeiro sigiloso por canal informal;Alerta Vermelho;20;60;sim
266;Pagamentos e PIX;Reembolso suspeito;Fácil;Um colaborador pede reembolso por despesa sem nota e com PIX pessoal.;Qual é a atitude mais segura nessa situação?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Solicitar documentação e processar apenas no sistema oficial.;Pagar primeiro e conferir os dados depois.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reembolso sem comprovante válido.;reembolso sem comprovante válido;Alerta Amarelo;10;35;sim
267;Pagamentos e PIX;Reembolso suspeito;Médio;No ambiente corporativo, um colaborador pede reembolso por despesa sem nota e com PIX pessoal.;Antes de seguir, qual ação reduz melhor o risco?;Solicitar documentação e processar apenas no sistema oficial.;Pagar primeiro e conferir os dados depois.;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reembolso sem comprovante válido.;reembolso sem comprovante válido;Alerta Laranja;15;45;sim
268;Pagamentos e PIX;Reembolso suspeito;Médio;Durante a rotina de trabalho, um colaborador pede reembolso por despesa sem nota e com PIX pessoal.;Qual resposta mantém o processo corporativo seguro?;Aceitar alteração de conta bancária apenas por e-mail.;Aprovar porque o comprovante parece verdadeiro.;Solicitar documentação e processar apenas no sistema oficial.;Enviar comprovante e dados financeiros por canal pessoal.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reembolso sem comprovante válido.;reembolso sem comprovante válido;Alerta Laranja;15;45;sim
269;Pagamentos e PIX;Reembolso suspeito;Difícil;Em um atendimento interno, um colaborador pede reembolso por despesa sem nota e com PIX pessoal.;O que o colaborador deve fazer para evitar o golpe?;Solicitar documentação e processar apenas no sistema oficial.;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reembolso sem comprovante válido.;reembolso sem comprovante válido;Alerta Vermelho;20;60;sim
270;Pagamentos e PIX;Reembolso suspeito;Difícil;Você está analisando uma solicitação: um colaborador pede reembolso por despesa sem nota e com PIX pessoal.;Qual decisão demonstra melhor comportamento de segurança?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Solicitar documentação e processar apenas no sistema oficial.;Compartilhar as informações pedidas para ganhar tempo.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reembolso sem comprovante válido.;reembolso sem comprovante válido;Alerta Vermelho;20;60;sim
271;Pagamentos e PIX;Alteração bancária;Fácil;Fornecedor solicita troca de dados bancários em e-mail com tom de urgência.;Qual é a atitude mais segura nessa situação?;Confirmar com contato cadastrado e registrar aprovação formal.;Aprovar porque o comprovante parece verdadeiro.;Enviar comprovante e dados financeiros por canal pessoal.;Responder rapidamente para não atrasar a operação.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: mudança sensível sem validação forte.;mudança sensível sem validação forte;Alerta Amarelo;10;35;sim
272;Pagamentos e PIX;Alteração bancária;Médio;No ambiente corporativo, fornecedor solicita troca de dados bancários em e-mail com tom de urgência.;Antes de seguir, qual ação reduz melhor o risco?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Confirmar com contato cadastrado e registrar aprovação formal.;Ignorar o fluxo oficial porque parece uma solicitação simples.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: mudança sensível sem validação forte.;mudança sensível sem validação forte;Alerta Laranja;15;45;sim
273;Pagamentos e PIX;Alteração bancária;Médio;Durante a rotina de trabalho, fornecedor solicita troca de dados bancários em e-mail com tom de urgência.;Qual resposta mantém o processo corporativo seguro?;Confirmar com contato cadastrado e registrar aprovação formal.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: mudança sensível sem validação forte.;mudança sensível sem validação forte;Alerta Laranja;15;45;sim
274;Pagamentos e PIX;Alteração bancária;Difícil;Em um atendimento interno, fornecedor solicita troca de dados bancários em e-mail com tom de urgência.;O que o colaborador deve fazer para evitar o golpe?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Confirmar com contato cadastrado e registrar aprovação formal.;Fazer o procedimento fora do canal corporativo autorizado.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: mudança sensível sem validação forte.;mudança sensível sem validação forte;Alerta Vermelho;20;60;sim
275;Pagamentos e PIX;Alteração bancária;Difícil;Você está analisando uma solicitação: fornecedor solicita troca de dados bancários em e-mail com tom de urgência.;Qual decisão demonstra melhor comportamento de segurança?;Confirmar com contato cadastrado e registrar aprovação formal.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Pagar primeiro e conferir os dados depois.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: mudança sensível sem validação forte.;mudança sensível sem validação forte;Alerta Vermelho;20;60;sim
276;Pagamentos e PIX;Cobrança duplicada;Fácil;Você recebe segunda via de boleto com desconto inesperado.;Qual é a atitude mais segura nessa situação?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Comparar linha digitável, beneficiário e cadastro antes de qualquer ação.;Encaminhar o caso para um colega resolver sem registrar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: desconto incomum em cobrança duplicada.;desconto incomum em cobrança duplicada;Alerta Amarelo;10;35;sim
277;Pagamentos e PIX;Cobrança duplicada;Médio;No ambiente corporativo, você recebe segunda via de boleto com desconto inesperado.;Antes de seguir, qual ação reduz melhor o risco?;Comparar linha digitável, beneficiário e cadastro antes de qualquer ação.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: desconto incomum em cobrança duplicada.;desconto incomum em cobrança duplicada;Alerta Laranja;15;45;sim
278;Pagamentos e PIX;Cobrança duplicada;Médio;Durante a rotina de trabalho, você recebe segunda via de boleto com desconto inesperado.;Qual resposta mantém o processo corporativo seguro?;Assumir que é seguro porque a mensagem parece profissional.;Pagar primeiro e conferir os dados depois.;Comparar linha digitável, beneficiário e cadastro antes de qualquer ação.;Usar a chave PIX enviada no WhatsApp sem validar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: desconto incomum em cobrança duplicada.;desconto incomum em cobrança duplicada;Alerta Laranja;15;45;sim
279;Pagamentos e PIX;Cobrança duplicada;Difícil;Em um atendimento interno, você recebe segunda via de boleto com desconto inesperado.;O que o colaborador deve fazer para evitar o golpe?;Comparar linha digitável, beneficiário e cadastro antes de qualquer ação.;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;Aprovar porque o comprovante parece verdadeiro.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: desconto incomum em cobrança duplicada.;desconto incomum em cobrança duplicada;Alerta Vermelho;20;60;sim
280;Pagamentos e PIX;Cobrança duplicada;Difícil;Você está analisando uma solicitação: você recebe segunda via de boleto com desconto inesperado.;Qual decisão demonstra melhor comportamento de segurança?;Aprovar porque o comprovante parece verdadeiro.;Enviar comprovante e dados financeiros por canal pessoal.;Comparar linha digitável, beneficiário e cadastro antes de qualquer ação.;Responder rapidamente para não atrasar a operação.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: desconto incomum em cobrança duplicada.;desconto incomum em cobrança duplicada;Alerta Vermelho;20;60;sim
281;Pagamentos e PIX;Nota sem pedido;Fácil;Chega nota fiscal e cobrança de serviço que ninguém contratou.;Qual é a atitude mais segura nessa situação?;Validar ordem de compra e responsável antes de reconhecer a cobrança.;Pagar primeiro e conferir os dados depois.;Usar a chave PIX enviada no WhatsApp sem validar.;Aceitar alteração de conta bancária apenas por e-mail.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: documento fiscal sem pedido interno.;documento fiscal sem pedido interno;Alerta Amarelo;10;35;sim
